48.9898	48.9815	48.8069	48.9230	48.8403	48.4900	48.6660	48.9504	48.7035	48.6813	48.9746	48.7932	48.6529	48.7256	48.8968	49.0261	48.4366	48.7812	48.9109	48.7786	48.5932	48.6098	48.7855	48.8307	48.3688	49.1105	48.6452	48.9748	49.0151	48.8619	49.2476	48.7746	48.8083	49.0750	48.9088	48.8627	48.7004	48.8049	49.0217	49.0111	48.8858	48.7240	48.4712	48.7262	48.6909	48.9638	48.9786	48.6002	48.9506	48.8566	48.7060	48.8293	48.7594	49.0357	48.7181	48.8827	48.7518	48.7676	48.8648	48.8203	48.7598	48.6965	48.9843	48.9308	48.8782	49.1428	48.9945	48.7323	49.0815	48.7856	48.4820	49.0006	48.5228	49.0050	
17.0204	16.9908	17.0670	16.9963	16.9798	16.8816	16.9599	17.0376	16.9820	16.9804	17.0631	17.0749	16.9576	17.0015	16.9844	17.0951	17.0171	17.0312	17.0558	16.9170	16.9417	16.9580	16.9742	16.9698	16.9227	17.0935	16.9704	17.0232	17.1137	16.9897	17.0948	17.0803	17.0346	17.0967	16.9978	17.0491	16.9249	17.0830	17.0400	17.0154	17.0474	17.0245	16.9568	17.0171	16.9754	17.0451	17.0563	16.9044	17.0446	17.0315	16.9876	16.9793	17.0122	17.0749	16.9752	17.0447	17.0008	17.0009	17.0206	17.0467	17.0351	17.0254	17.0465	17.0461	17.0453	17.0385	17.0010	16.9792	17.0168	17.0289	16.9572	17.1236	16.9361	17.0073	
23.0258	22.9262	23.0177	22.9101	22.9341	22.9266	22.9033	22.9523	22.9212	22.9384	23.0425	22.9270	22.9683	22.9409	22.8767	22.9462	22.8912	22.9694	22.8588	22.9197	22.9812	22.8668	22.9165	22.9518	22.9689	22.9173	22.8784	22.9425	22.9697	23.0261	22.8960	22.9118	22.9340	23.0722	23.0116	22.9833	22.9083	22.8685	23.0208	22.9726	22.9109	23.0129	22.9200	23.0082	22.8965	22.9360	22.9589	22.9344	22.9661	22.9159	23.0421	23.0031	22.9619	22.9195	22.9311	22.9449	23.0040	22.9022	22.9648	22.9490	22.9068	22.9546	22.9363	22.9037	22.8797	22.9599	22.9596	23.0534	22.9163	22.9242	22.9064	23.0479	22.9047	22.8692	
31.6229	31.5469	31.7157	31.5491	31.5051	31.4812	31.4943	31.5790	31.4490	31.6158	31.6570	31.5476	31.5124	31.4683	31.6270	31.5433	31.5698	31.5174	31.5696	31.5998	31.5104	31.4054	31.6244	31.5624	31.5053	31.6748	31.5067	31.6857	31.6339	31.5297	31.6927	31.6329	31.5002	31.7620	31.6161	31.6113	31.5159	31.5473	31.6529	31.7085	31.5500	31.6057	31.4025	31.5679	31.5380	31.5561	31.6070	31.5916	31.5652	31.5659	31.5821	31.5308	31.5790	31.5813	31.5985	31.5150	31.5883	31.4605	31.6706	31.5078	31.4894	31.5823	31.5107	31.5515	31.5100	31.6836	31.6608	31.6386	31.5811	31.5770	31.4405	31.6279	31.4622	31.4710	
36.9455	36.8656	37.0330	36.8664	36.7775	36.8105	36.9277	36.7845	36.8470	37.0349	37.0586	36.7864	36.9968	36.8725	36.8429	37.0184	36.8409	36.8383	36.9639	36.7701	36.9080	36.6729	36.8099	36.8551	36.8010	36.9724	36.8229	36.8926	36.9393	36.9823	37.0111	36.9305	36.7983	37.0427	37.1177	36.9855	36.8560	36.8180	37.0360	36.9950	36.8718	36.9624	36.7410	36.9598	36.9626	36.8038	36.8248	36.7812	36.9884	36.7749	36.9381	36.9731	36.9018	36.7983	36.8747	36.8515	36.9297	36.8311	36.8522	36.8868	36.7478	36.8619	36.8363	36.8719	36.7778	37.0420	36.8301	37.1064	36.8774	36.9604	36.8717	37.0138	36.7505	36.8158	
2.1542	2.1643	2.1570	2.1613	2.1339	2.1469	2.1773	2.1638	2.1395	2.1212	2.1566	2.1550	2.1533	2.1640	2.1401	2.1847	2.1414	2.1540	2.1584	2.1339	2.1528	2.1385	2.1339	2.1555	2.1263	2.1503	2.1674	2.1292	2.1337	2.1513	2.1401	2.1320	2.1539	2.1478	2.1438	2.1706	2.1328	2.1406	2.1660	2.1425	2.1701	2.1622	2.1612	2.1397	2.1327	2.1345	2.1344	2.1444	2.1586	2.1578	2.1543	2.1223	2.1681	2.1360	2.1662	2.1402	2.1389	2.1197	2.1376	2.1553	2.1422	2.1471	2.1309	2.1465	2.1563	2.1385	2.1610	2.1614	2.1416	2.1586	2.1505	2.1671	2.1518	2.1424	
2.0894	2.0623	2.0725	2.0791	2.0705	2.0526	2.0773	2.0590	2.0665	2.0537	2.0911	2.0758	2.0524	2.0439	2.0602	2.0732	2.0496	2.0486	2.0478	2.0711	2.0560	2.0634	2.0600	2.0564	2.0540	2.0678	2.0648	2.0554	2.0746	2.0736	2.0929	2.0579	2.0844	2.0921	2.0672	2.0794	2.0535	2.0686	2.0823	2.0803	2.0803	2.0700	2.0504	2.0641	2.0531	2.0834	2.0486	2.0715	2.0786	2.0556	2.0736	2.0665	2.0763	2.0737	2.0663	2.0845	2.0815	2.0454	2.0640	2.0803	2.0735	2.0532	2.0826	2.0530	2.0713	2.0621	2.0785	2.0727	2.0705	2.0778	2.0680	2.0548	2.0417	2.0910	
37.0826	36.9557	37.1142	36.9146	36.9856	36.9102	37.0395	37.0588	36.9135	37.2052	37.1081	36.9797	36.9866	36.9263	36.9061	37.1158	37.0320	36.9814	36.9016	36.9879	36.9064	36.9640	37.0818	37.0624	36.9996	37.1261	36.9366	37.0956	37.1813	37.1013	37.1303	37.1359	37.0364	37.1803	36.9606	37.1541	36.9791	36.9283	37.1765	37.0651	36.9986	37.0182	36.8082	37.0122	36.9672	37.0430	37.1198	37.0910	36.9999	36.9805	37.0950	36.8969	37.0557	37.0380	36.9914	36.9145	37.1523	36.9093	36.9802	37.0825	36.9688	37.0135	37.0534	37.0128	37.0623	37.0446	37.1725	37.1068	37.0214	37.0202	36.9670	37.1373	36.9926	36.9654	
16.9631	16.9850	17.1225	17.0889	17.1967	16.9681	17.0259	16.8952	16.9404	17.1302	17.2107	16.9982	17.0701	16.9845	17.0406	16.9959	16.9945	17.0507	17.0372	17.0761	17.2840	16.9872	16.9989	17.0404	16.8528	16.8487	16.7866	17.1925	17.0087	17.0668	17.1041	16.9713	17.0132	16.9968	17.3054	16.9788	16.9890	16.7775	16.8819	16.9919	16.9417	17.0731	17.1103	16.9128	17.0147	16.9423	16.9471	17.0778	17.0426	16.8755	17.0287	17.0963	17.2023	17.0873	16.8774	17.1028	17.0254	16.9223	17.0175	16.8908	16.8590	17.0779	16.7913	16.9788	16.9090	17.1346	16.7807	17.1819	17.1243	17.0838	17.0084	17.0982	17.0363	16.8957	
3.6709	3.6931	3.6924	3.6706	3.6965	3.6370	3.6610	3.6593	3.6714	3.6489	3.6797	3.6566	3.6648	3.6787	3.6588	3.6553	3.6343	3.6726	3.6370	3.6571	3.6838	3.6494	3.6611	3.6847	3.6350	3.6400	3.6395	3.6741	3.6610	3.6596	3.6948	3.6585	3.6528	3.6735	3.6809	3.6506	3.6616	3.6387	3.6417	3.6779	3.6367	3.6930	3.6726	3.6581	3.6491	3.6671	3.6629	3.6547	3.6540	3.6558	3.6692	3.6740	3.6745	3.6839	3.6558	3.6786	3.6648	3.6498	3.6624	3.6488	3.6267	3.6582	3.6568	3.6639	3.6703	3.6522	3.6429	3.6491	3.6954	3.6700	3.6590	3.6469	3.6798	3.6476	
1.1770	1.1733	1.1560	1.1699	1.1748	1.1639	1.1586	1.1746	1.1623	1.1615	1.1633	1.1681	1.1717	1.1597	1.1605	1.1637	1.1559	1.1447	1.1668	1.1520	1.1731	1.1520	1.1606	1.1757	1.1452	1.1556	1.1531	1.1702	1.1520	1.1552	1.1647	1.1671	1.1508	1.1710	1.1746	1.1610	1.1626	1.1616	1.1739	1.1539	1.1750	1.1785	1.1600	1.1660	1.1473	1.1697	1.1667	1.1503	1.1633	1.1555	1.1552	1.1514	1.1643	1.1574	1.1614	1.1468	1.1542	1.1577	1.1701	1.1718	1.1568	1.1500	1.1569	1.1577	1.1656	1.1627	1.1735	1.1603	1.1702	1.1679	1.1679	1.1506	1.1693	1.1558	
11.2565	11.2806	11.2656	11.2911	11.2881	11.2189	11.2202	11.2386	11.2589	11.2402	11.2604	11.2784	11.2729	11.2526	11.2212	11.2707	11.2957	11.2476	11.2705	11.2135	11.2467	11.2436	11.2110	11.2422	11.2471	11.2760	11.2795	11.2636	11.2645	11.2516	11.2457	11.2367	11.2087	11.3199	11.2829	11.2968	11.2026	11.2202	11.2805	11.2588	11.2704	11.2444	11.2719	11.2809	11.2178	11.2683	11.2183	11.2147	11.2756	11.2390	11.2855	11.2878	11.2962	11.2481	11.2545	11.2519	11.2504	11.2081	11.2735	11.3045	11.2861	11.2482	11.2850	11.2297	11.2941	11.2109	11.2495	11.2570	11.2409	11.2674	11.2786	11.2371	11.2764	11.2566	
